storm_id,year,month,day,hour,latitude,longitude,grade,Central pressure,Maximum sustained wind speed
5102,1951,3,27,0,10.0,155.9,Tropical Depression,1006,
5102,1951,3,27,6,10.0,155.0,Tropical Depression,1006,
5103,1951,4,15,0,8.0,151.5,Tropical Depression,1002,
5103,1951,4,15,6,8.3,150.3,Tropical Depression,1002,
5103,1951,4,15,12,8.6,149.3,Tropical Depression,1002,
5103,1951,4,15,18,8.8,148.3,Tropical Depression,1000,
5103,1951,4,16,0,9.2,147.2,Tropical Depression,1000,
5103,1951,4,16,6,9.6,146.4,Tropical Depression,1000,
5103,1951,4,16,12,10.2,145.5,Tropical Depression,1000,
5103,1951,4,16,18,11.0,144.6,Tropical Depression,998,
5103,1951,4,17,0,11.7,144.0,Tropical Depression,998,
5103,1951,4,17,6,12.5,143.5,Tropical Depression,998,
5103,1951,4,17,12,13.5,143.1,Tropical Depression,998,
5103,1951,4,17,18,14.3,142.7,Tropical Cyclone of TS intensity or higher,996,
5103,1951,4,18,0,15.0,142.5,Tropical Cyclone of TS intensity or higher,995,
5103,1951,4,18,6,16.0,142.5,Tropical Cyclone of TS intensity or higher,985,
5103,1951,4,18,12,16.2,142.2,Tropical Cyclone of TS intensity or higher,985,
5103,1951,4,18,18,16.0,141.9,Tropical Cyclone of TS intensity or higher,980,
5103,1951,4,19,0,15.8,141.6,Tropical Cyclone of TS intensity or higher,990,
5103,1951,4,19,6,15.9,141.0,Tropical Cyclone of TS intensity or higher,990,
5103,1951,4,19,12,15.9,140.2,Tropical Cyclone of TS intensity or higher,990,
5103,1951,4,19,18,15.7,139.3,Tropical Cyclone of TS intensity or higher,990,
5103,1951,4,20,0,15.3,138.2,Tropical Cyclone of TS intensity or higher,990,
5103,1951,4,20,6,15.1,137.0,Tropical Cyclone of TS intensity or higher,995,
5103,1951,4,20,12,14.8,136.0,Tropical Cyclone of TS intensity or higher,995,
5103,1951,4,20,18,14.8,135.1,Tropical Cyclone of TS intensity or higher,995,
5103,1951,4,21,0,14.7,134.3,Tropical Cyclone of TS intensity or higher,997,
5103,1951,4,21,6,14.8,133.5,Tropical Cyclone of TS intensity or higher,998,
5103,1951,4,21,12,14.8,132.8,Tropical Cyclone of TS intensity or higher,998,
5103,1951,4,21,18,15.0,132.0,Tropical Cyclone of TS intensity or higher,998,
5103,1951,4,22,0,15.1,131.0,Tropical Cyclone of TS intensity or higher,998,
5103,1951,4,22,6,15.2,130.3,Tropical Cyclone of TS intensity or higher,998,
5103,1951,4,22,12,15.5,129.4,Tropical Cyclone of TS intensity or higher,1000,
5103,1951,4,22,18,15.6,128.7,Tropical Depression,1000,
5103,1951,4,23,0,15.9,127.9,Tropical Depression,1004,
5103,1951,4,23,6,16.2,127.2,Tropical Depression,1005,
5103,1951,4,23,12,17.1,127.0,Tropical Depression,1008,
5103,1951,4,23,18,18.0,127.0,Tropical Depression,1008,
5104,1951,4,28,12,6.3,144.9,Tropical Depression,1008,
5104,1951,4,28,18,6.3,144.5,Tropical Depression,1006,
5104,1951,4,29,0,6.5,144.0,Tropical Depression,1003,
5104,1951,4,29,6,6.6,143.5,Tropical Depression,1003,
5104,1951,4,29,12,7.0,142.9,Tropical Depression,1002,
5104,1951,4,29,18,7.6,142.4,Tropical Cyclone of TS intensity or higher,1002,
5104,1951,4,30,0,8.1,141.7,Tropical Cyclone of TS intensity or higher,1000,
5104,1951,4,30,6,8.1,140.7,Tropical Cyclone of TS intensity or higher,998,
5104,1951,4,30,12,8.1,139.7,Tropical Cyclone of TS intensity or higher,996,
5104,1951,4,30,18,8.5,138.7,Tropical Cyclone of TS intensity or higher,994,
5104,1951,5,1,0,8.9,137.8,Tropical Cyclone of TS intensity or higher,992,
5104,1951,5,1,6,9.0,136.8,Tropical Cyclone of TS intensity or higher,987,
5104,1951,5,1,12,9.2,135.8,Tropical Cyclone of TS intensity or higher,987,
5104,1951,5,1,18,9.6,135.1,Tropical Cyclone of TS intensity or higher,987,
5104,1951,5,2,0,10.2,134.4,Tropical Cyclone of TS intensity or higher,986,
5104,1951,5,2,6,10.5,134.1,Tropical Cyclone of TS intensity or higher,984,
5104,1951,5,2,12,10.8,133.6,Tropical Cyclone of TS intensity or higher,982,
5104,1951,5,2,18,11.0,132.9,Tropical Cyclone of TS intensity or higher,970,
5104,1951,5,3,0,11.0,132.2,Tropical Cyclone of TS intensity or higher,926,
5104,1951,5,3,6,10.9,131.9,Tropical Cyclone of TS intensity or higher,912,
5104,1951,5,3,12,10.8,131.2,Tropical Cyclone of TS intensity or higher,909,
5104,1951,5,3,18,11.4,130.4,Tropical Cyclone of TS intensity or higher,909,
5104,1951,5,4,0,12.2,129.3,Tropical Cyclone of TS intensity or higher,910,
5104,1951,5,4,6,11.9,127.8,Tropical Cyclone of TS intensity or higher,909,
5104,1951,5,4,12,11.5,126.8,Tropical Cyclone of TS intensity or higher,912,
5104,1951,5,4,18,11.5,125.6,Tropical Cyclone of TS intensity or higher,919,
5104,1951,5,5,0,11.9,124.8,Tropical Cyclone of TS intensity or higher,930,
5104,1951,5,5,6,12.5,124.0,Tropical Cyclone of TS intensity or higher,941,
5104,1951,5,5,12,13.0,123.4,Tropical Cyclone of TS intensity or higher,952,
5104,1951,5,5,18,13.6,122.7,Tropical Cyclone of TS intensity or higher,964,
5104,1951,5,6,0,14.0,121.7,Tropical Cyclone of TS intensity or higher,975,
5104,1951,5,6,6,14.3,120.6,Tropical Cyclone of TS intensity or higher,984,
5104,1951,5,6,12,14.7,119.3,Tropical Cyclone of TS intensity or higher,988,
5104,1951,5,6,18,15.3,118.4,Tropical Cyclone of TS intensity or higher,988,
5104,1951,5,7,0,16.2,117.8,Tropical Cyclone of TS intensity or higher,988,
5104,1951,5,7,6,17.2,118.0,Tropical Cyclone of TS intensity or higher,986,
5104,1951,5,7,12,18.3,118.3,Tropical Cyclone of TS intensity or higher,981,
5104,1951,5,7,18,19.1,118.7,Tropical Cyclone of TS intensity or higher,978,
5104,1951,5,8,0,19.9,119.3,Tropical Cyclone of TS intensity or higher,975,
5104,1951,5,8,6,21.0,120.3,Tropical Cyclone of TS intensity or higher,974,
5104,1951,5,8,12,22.1,121.9,Tropical Cyclone of TS intensity or higher,972,
5104,1951,5,8,18,23.2,123.6,Tropical Cyclone of TS intensity or higher,970,
5104,1951,5,9,0,24.0,125.3,Tropical Cyclone of TS intensity or higher,970,
5104,1951,5,9,6,25.0,128.1,Tropical Cyclone of TS intensity or higher,976,
5104,1951,5,9,12,26.1,130.7,Tropical Cyclone of TS intensity or higher,983,
5104,1951,5,9,18,26.7,133.3,Tropical Cyclone of TS intensity or higher,990,
5104,1951,5,10,0,27.0,136.0,Tropical Cyclone of TS intensity or higher,993,
5104,1951,5,10,6,27.7,139.9,Tropical Cyclone of TS intensity or higher,995,
5104,1951,5,10,12,27.7,142.4,Tropical Cyclone of TS intensity or higher,995,
5104,1951,5,10,18,27.5,144.5,Tropical Cyclone of TS intensity or higher,995,
5104,1951,5,11,0,27.4,145.8,Tropical Cyclone of TS intensity or higher,995,
5104,1951,5,11,6,28.2,143.7,Tropical Cyclone of TS intensity or higher,995,
5104,1951,5,11,12,28.0,143.0,Extra-tropical Cyclone,1000,
5104,1951,5,11,18,27.7,142.2,Extra-tropical Cyclone,1000,
5104,1951,5,12,0,28.0,141.9,Extra-tropical Cyclone,1000,
5104,1951,5,12,6,28.5,141.7,Extra-tropical Cyclone,1004,
5104,1951,5,12,12,29.0,141.8,Extra-tropical Cyclone,1000,
5104,1951,5,12,18,30.0,142.0,Extra-tropical Cyclone,1000,
5104,1951,5,13,0,31.1,143.0,Extra-tropical Cyclone,1000,
5104,1951,5,13,6,31.4,144.2,Extra-tropical Cyclone,1002,
5104,1951,5,13,12,31.1,146.0,Extra-tropical Cyclone,1004,
5104,1951,5,13,18,31.6,148.4,Extra-tropical Cyclone,1006,
5104,1951,5,14,0,32.0,150.0,Extra-tropical Cyclone,1010,
5104,1951,5,14,6,34.0,154.0,Extra-tropical Cyclone,1010,
5104,1951,5,14,12,34.8,157.0,Extra-tropical Cyclone,1012,
5104,1951,5,14,18,37.0,160.0,Extra-tropical Cyclone,1012,
5105,1951,5,6,0,6.5,157.0,Tropical Depression,1005,
5105,1951,5,6,6,7.5,157.0,Tropical Depression,1003,
5105,1951,5,6,12,8.2,157.2,Tropical Depression,1003,
5105,1951,5,6,18,9.0,157.3,Tropical Depression,1003,
5105,1951,5,7,0,10.0,157.6,Tropical Depression,1000,
5105,1951,5,7,6,10.8,158.0,Tropical Depression,1000,
5105,1951,5,7,12,11.7,158.7,Tropical Depression,998,
5105,1951,5,7,18,12.4,159.4,Tropical Depression,995,
5105,1951,5,8,0,13.4,160.4,Tropical Cyclone of TS intensity or higher,990,
5105,1951,5,8,6,13.7,160.7,Tropical Cyclone of TS intensity or higher,980,
5105,1951,5,8,12,13.9,160.9,Tropical Cyclone of TS intensity or higher,980,
5105,1951,5,8,18,14.1,161.1,Tropical Cyclone of TS intensity or higher,985,
5105,1951,5,9,0,14.2,161.3,Tropical Cyclone of TS intensity or higher,985,
5105,1951,5,9,6,13.7,161.1,Tropical Cyclone of TS intensity or higher,985,
5105,1951,5,9,12,13.6,160.5,Tropical Cyclone of TS intensity or higher,985,
5105,1951,5,9,18,13.6,159.8,Tropical Cyclone of TS intensity or higher,988,
5105,1951,5,10,0,13.8,158.9,Tropical Cyclone of TS intensity or higher,990,
5105,1951,5,10,6,14.2,157.8,Tropical Cyclone of TS intensity or higher,993,
5105,1951,5,10,12,14.8,156.8,Tropical Cyclone of TS intensity or higher,995,
5105,1951,5,10,18,15.5,155.9,Tropical Cyclone of TS intensity or higher,1000,
5105,1951,5,11,0,16.6,155.4,Tropical Cyclone of TS intensity or higher,1005,
5105,1951,5,11,6,17.6,155.0,Tropical Cyclone of TS intensity or higher,1002,
5105,1951,5,11,12,18.5,154.5,Tropical Depression,1004,
5105,1951,5,11,18,19.4,153.8,Tropical Depression,1006,
5105,1951,5,12,0,20.2,153.3,Tropical Depression,1008,
5105,1951,5,12,6,21.0,152.8,Tropical Depression,1008,
5105,1951,5,12,12,21.8,152.4,Tropical Depression,1008,
5105,1951,5,12,18,22.6,152.3,Tropical Depression,1008,
5105,1951,5,13,0,23.5,152.4,Tropical Depression,1008,
5105,1951,5,13,6,24.2,153.0,Tropical Depression,1009,
5105,1951,5,13,12,25.0,153.8,Tropical Depression,1010,
5105,1951,5,13,18,25.9,155.0,Tropical Depression,1010,
5105,1951,5,14,0,27.1,156.0,Extra-tropical Cyclone,1008,
5105,1951,5,14,6,28.1,157.1,Extra-tropical Cyclone,1008,
5105,1951,5,14,12,29.0,158.1,Extra-tropical Cyclone,1008,
5105,1951,5,14,18,31.0,160.0,Extra-tropical Cyclone,1004,
5105,1951,5,15,0,34.0,162.1,Extra-tropical Cyclone,1006,
5105,1951,5,15,6,35.8,164.7,Extra-tropical Cyclone,1008,
5105,1951,5,15,12,37.0,167.0,Extra-tropical Cyclone,1008,
5105,1951,5,15,18,38.0,170.1,Extra-tropical Cyclone,1006,
5105,1951,5,16,0,38.9,172.5,Extra-tropical Cyclone,1004,
5105,1951,5,16,6,39.8,174.8,Extra-tropical Cyclone,1004,
5105,1951,5,16,12,40.5,176.9,Extra-tropical Cyclone,1004,
5105,1951,5,16,18,41.0,178.9,Extra-tropical Cyclone,990,
5105,1951,5,17,0,41.6,180.8,Extra-tropical Cyclone,990,
5106,1951,6,26,6,11.0,135.0,Tropical Depression,1006,
5106,1951,6,26,12,11.5,134.0,Tropical Depression,1006,
5106,1951,6,26,18,12.0,133.0,Tropical Depression,1005,
5106,1951,6,27,0,12.7,132.1,Tropical Depression,1004,
5106,1951,6,27,6,13.5,131.1,Tropical Depression,1003,
5106,1951,6,27,12,14.0,130.0,Tropical Depression,1002,
5106,1951,6,27,18,14.8,129.0,Tropical Depression,1001,
5106,1951,6,28,0,15.6,128.0,Tropical Depression,1000,
5106,1951,6,28,6,16.3,127.7,Tropical Depression,999,
5106,1951,6,28,12,17.0,127.4,Tropical Depression,998,
5106,1951,6,28,18,17.9,127.2,Tropical Depression,996,
5106,1951,6,29,0,18.5,127.1,Tropical Depression,995,
5106,1951,6,29,6,19.3,126.9,Tropical Cyclone of TS intensity or higher,994,
5106,1951,6,29,12,21.2,126.9,Tropical Cyclone of TS intensity or higher,992,
5106,1951,6,29,18,22.6,128.0,Tropical Cyclone of TS intensity or higher,990,
5106,1951,6,30,0,23.7,128.9,Tropical Cyclone of TS intensity or higher,990,
5106,1951,6,30,6,25.0,129.3,Tropical Cyclone of TS intensity or higher,988,
5106,1951,6,30,12,26.7,129.8,Tropical Cyclone of TS intensity or higher,986,
5106,1951,6,30,18,28.0,130.6,Tropical Cyclone of TS intensity or higher,983,
5106,1951,7,1,0,29.7,131.0,Tropical Cyclone of TS intensity or higher,980,
5106,1951,7,1,6,31.2,131.6,Tropical Cyclone of TS intensity or higher,975,
5106,1951,7,1,12,32.5,132.5,Tropical Cyclone of TS intensity or higher,976,
5106,1951,7,1,18,33.8,133.8,Tropical Cyclone of TS intensity or higher,985,
5106,1951,7,2,0,34.8,135.0,Tropical Cyclone of TS intensity or higher,993,
5106,1951,7,2,6,35.0,137.5,Tropical Cyclone of TS intensity or higher,995,
5106,1951,7,2,12,34.6,138.6,Tropical Depression,1000,
5106,1951,7,2,18,36.0,146.0,Tropical Depression,996,
5106,1951,7,3,0,35.7,149.2,Extra-tropical Cyclone,996,
5106,1951,7,3,6,36.2,153.7,Extra-tropical Cyclone,996,
5107,1951,7,1,18,25.0,122.6,Tropical Depression,1002,
5107,1951,7,2,0,25.2,123.6,Tropical Depression,1000,
5107,1951,7,2,6,25.5,124.7,Tropical Depression,998,
5107,1951,7,2,12,26.0,125.7,Tropical Depression,998,
5107,1951,7,2,18,26.4,126.6,Tropical Cyclone of TS intensity or higher,997,
5107,1951,7,3,0,27.0,127.5,Tropical Cyclone of TS intensity or higher,997,
5107,1951,7,3,6,27.6,129.0,Tropical Cyclone of TS intensity or higher,995,
5107,1951,7,3,12,28.5,130.2,Tropical Cyclone of TS intensity or higher,992,
5107,1951,7,3,18,29.0,131.0,Tropical Cyclone of TS intensity or higher,992,
5107,1951,7,4,0,29.5,131.7,Tropical Cyclone of TS intensity or higher,993,
5107,1951,7,4,6,30.0,132.3,Tropical Cyclone of TS intensity or higher,995,
5107,1951,7,4,12,30.5,133.0,Tropical Cyclone of TS intensity or higher,997,
5107,1951,7,4,18,32.0,134.5,Tropical Cyclone of TS intensity or higher,997,
5107,1951,7,5,0,32.8,136.3,Tropical Depression,998,
5107,1951,7,5,6,33.5,139.2,Tropical Depression,998,
5107,1951,7,5,12,34.5,141.5,Tropical Depression,1000,
5107,1951,7,5,18,36.0,143.0,Tropical Depression,1000,
5107,1951,7,6,0,37.5,145.0,Tropical Depression,1002,
5107,1951,7,6,6,37.7,148.4,Tropical Depression,1002,
5107,1951,7,6,12,37.7,152.0,Tropical Depression,1002,
5107,1951,7,6,18,38.2,154.7,Tropical Depression,1004,
5107,1951,7,7,0,39.1,157.0,Tropical Depression,1005,
5107,1951,7,7,6,39.4,159.5,Tropical Depression,1007,
5107,1951,7,7,12,39.1,161.7,Tropical Depression,1008,
5107,1951,7,7,18,38.9,164.0,Tropical Depression,1010,
5107,1951,7,8,0,38.9,166.3,Tropical Depression,1012,
5107,1951,7,8,6,39.0,168.6,Tropical Depression,1010,
5107,1951,7,8,12,39.7,170.7,Tropical Depression,1012,
5107,1951,7,8,18,40.8,172.6,Tropical Depression,1010,
5107,1951,7,9,0,42.0,174.0,Tropical Depression,1012,
5107,1951,7,9,6,43.2,175.6,Tropical Depression,1010,
5107,1951,7,9,12,44.0,177.3,Tropical Depression,1010,
5107,1951,7,9,18,44.3,179.5,Tropical Depression,1010,
5107,1951,7,10,0,44.0,181.7,Tropical Depression,1010,
5108,1951,7,22,0,21.5,144.3,Tropical Depression,1008,
5108,1951,7,22,6,22.6,142.8,Tropical Depression,1008,
5108,1951,7,22,12,23.7,141.5,Tropical Depression,1008,
5108,1951,7,22,18,24.7,140.3,Tropical Depression,1008,
5108,1951,7,23,0,25.6,139.3,Tropical Depression,1008,
5108,1951,7,23,6,26.4,138.6,Tropical Depression,1008,
5108,1951,7,23,12,27.3,138.0,Tropical Depression,1008,
5108,1951,7,23,18,28.3,137.5,Tropical Depression,1006,
5108,1951,7,24,0,29.3,137.0,Tropical Depression,1006,
5108,1951,7,24,6,30.0,136.6,Tropical Depression,1005,
5108,1951,7,24,12,30.6,136.3,Tropical Cyclone of TS intensity or higher,1005,
5108,1951,7,24,18,31.0,136.3,Tropical Cyclone of TS intensity or higher,1005,
5108,1951,7,25,0,31.5,136.6,Tropical Depression,1005,
5108,1951,7,25,6,31.8,137.0,Tropical Depression,1005,
5108,1951,7,25,12,32.2,137.5,Tropical Depression,1006,
5108,1951,7,25,18,32.6,138.0,Tropical Depression,1010,
5108,1951,7,26,0,33.0,138.6,Tropical Depression,1011,
5109,1951,7,26,6,10.5,140.4,Tropical Cyclone of TS intensity or higher,963,
5109,1951,7,26,12,10.7,139.1,Tropical Cyclone of TS intensity or higher,960,
5109,1951,7,26,18,11.4,137.7,Tropical Cyclone of TS intensity or higher,956,
5109,1951,7,27,0,12.1,136.6,Tropical Cyclone of TS intensity or higher,951,
5109,1951,7,27,6,12.8,135.4,Tropical Cyclone of TS intensity or higher,947,
5109,1951,7,27,12,13.6,134.1,Tropical Cyclone of TS intensity or higher,943,
5109,1951,7,27,18,13.7,132.7,Tropical Cyclone of TS intensity or higher,940,
5109,1951,7,28,0,13.9,131.2,Tropical Cyclone of TS intensity or higher,937,
5109,1951,7,28,6,14.2,130.2,Tropical Cyclone of TS intensity or higher,935,
5109,1951,7,28,12,14.8,129.2,Tropical Cyclone of TS intensity or higher,931,
5109,1951,7,28,18,15.3,128.2,Tropical Cyclone of TS intensity or higher,929,
5109,1951,7,29,0,15.8,127.1,Tropical Cyclone of TS intensity or higher,924,
5109,1951,7,29,6,15.8,125.3,Tropical Cyclone of TS intensity or higher,911,
5109,1951,7,29,12,16.2,124.0,Tropical Cyclone of TS intensity or higher,904,
5109,1951,7,29,18,16.6,123.1,Tropical Cyclone of TS intensity or higher,904,
5109,1951,7,30,0,17.3,122.4,Tropical Cyclone of TS intensity or higher,916,
5109,1951,7,30,6,17.9,121.7,Tropical Cyclone of TS intensity or higher,935,
5109,1951,7,30,12,18.4,121.0,Tropical Cyclone of TS intensity or higher,956,
5109,1951,7,30,18,19.0,120.2,Tropical Cyclone of TS intensity or higher,971,
5109,1951,7,31,0,19.3,119.3,Tropical Cyclone of TS intensity or higher,979,
5109,1951,7,31,6,19.0,118.5,Tropical Cyclone of TS intensity or higher,980,
5109,1951,7,31,12,19.5,117.5,Tropical Cyclone of TS intensity or higher,982,
5109,1951,7,31,18,20.2,116.8,Tropical Cyclone of TS intensity or higher,983,
5109,1951,8,1,0,20.8,115.7,Tropical Cyclone of TS intensity or higher,984,
5109,1951,8,1,6,20.7,114.2,Tropical Cyclone of TS intensity or higher,984,
5109,1951,8,1,12,21.3,112.9,Tropical Cyclone of TS intensity or higher,985,
5109,1951,8,1,18,21.6,112.2,Tropical Cyclone of TS intensity or higher,985,
5109,1951,8,2,0,21.7,111.6,Tropical Cyclone of TS intensity or higher,990,
5109,1951,8,2,6,22.0,110.7,Tropical Cyclone of TS intensity or higher,990,
5109,1951,8,2,12,22.2,109.8,Tropical Depression,995,
5109,1951,8,2,18,22.4,109.0,Tropical Depression,995,
5109,1951,8,3,0,22.6,107.6,Tropical Depression,995,
5109,1951,8,3,6,23.2,106.2,Tropical Depression,995,
5109,1951,8,3,12,23.5,105.0,Tropical Depression,995,
5109,1951,8,3,18,24.0,103.8,Tropical Depression,995,
5109,1951,8,4,0,24.6,102.8,Tropical Depression,995,
5109,1951,8,4,6,25.0,102.0,Tropical Depression,995,
5109,1951,8,4,12,25.7,103.0,Tropical Depression,996,
5109,1951,8,4,18,26.1,104.3,Tropical Depression,997,
5109,1951,8,5,0,26.5,105.5,Tropical Depression,998,
5110,1951,8,9,0,10.0,136.0,Tropical Depression,1006,
5110,1951,8,9,6,11.0,134.5,Tropical Depression,1004,
5110,1951,8,9,12,12.6,133.5,Tropical Depression,1000,
5110,1951,8,9,18,13.5,132.3,Tropical Depression,995,
5110,1951,8,10,0,14.0,131.0,Tropical Cyclone of TS intensity or higher,991,
5110,1951,8,10,6,14.6,130.0,Tropical Cyclone of TS intensity or higher,989,
5110,1951,8,10,12,15.0,129.0,Tropical Cyclone of TS intensity or higher,991,
5110,1951,8,10,18,15.4,127.6,Tropical Cyclone of TS intensity or higher,995,
5110,1951,8,11,0,16.0,126.0,Tropical Depression,997,
5110,1951,8,11,6,17.3,124.3,Tropical Depression,999,
5110,1951,8,11,12,18.3,122.9,Tropical Depression,999,
5110,1951,8,11,18,19.0,121.0,Tropical Depression,999,
5110,1951,8,12,0,20.0,120.0,Tropical Depression,999,
5110,1951,8,12,6,20.5,119.8,Tropical Depression,998,
5110,1951,8,12,12,20.9,119.7,Tropical Depression,997,
5110,1951,8,12,18,21.3,119.7,Tropical Depression,995,
5110,1951,8,13,0,21.8,119.5,Tropical Depression,993,
5110,1951,8,13,6,22.2,119.3,Tropical Depression,992,
5110,1951,8,13,12,22.5,119.3,Tropical Depression,990,
5110,1951,8,13,18,22.7,119.0,Tropical Depression,990,
5110,1951,8,14,0,23.0,118.8,Tropical Depression,991,
5110,1951,8,14,6,23.3,118.2,Tropical Depression,992,
5110,1951,8,14,12,23.2,117.6,Tropical Depression,993,
5110,1951,8,14,18,23.0,116.9,Tropical Depression,993,
5110,1951,8,15,0,22.8,116.2,Tropical Depression,994,
5110,1951,8,15,6,22.7,115.7,Tropical Depression,995,
5110,1951,8,15,12,22.5,115.2,Tropical Depression,995,
5110,1951,8,15,18,22.3,114.6,Tropical Depression,995,
5110,1951,8,16,0,22.2,114.1,Tropical Depression,995,
5110,1951,8,16,6,22.0,113.5,Tropical Depression,994,
5110,1951,8,16,12,21.8,112.9,Tropical Depression,993,
5110,1951,8,16,18,21.7,112.4,Tropical Depression,993,
5110,1951,8,17,0,21.5,111.9,Tropical Depression,994,
5110,1951,8,17,6,21.3,111.5,Tropical Depression,994,
5110,1951,8,17,12,21.1,111.3,Tropical Depression,995,
5110,1951,8,17,18,21.0,110.8,Tropical Depression,995,
5110,1951,8,18,0,20.8,110.5,Tropical Depression,996,
5110,1951,8,18,6,20.7,110.0,Tropical Depression,996,
5110,1951,8,18,12,20.7,109.5,Tropical Depression,997,
5110,1951,8,18,18,20.6,109.0,Tropical Depression,997,
5110,1951,8,19,0,20.7,108.6,Tropical Depression,999,
5110,1951,8,19,6,21.0,108.2,Tropical Depression,1000,
5111,1951,8,10,12,10.8,147.4,Tropical Depression,987,
5111,1951,8,10,18,11.8,146.5,Tropical Depression,985,
5111,1951,8,11,0,12.5,145.5,Tropical Cyclone of TS intensity or higher,982,
5111,1951,8,11,6,13.0,145.0,Tropical Cyclone of TS intensity or higher,981,
5111,1951,8,11,12,13.2,144.3,Tropical Cyclone of TS intensity or higher,981,
5111,1951,8,11,18,13.4,143.5,Tropical Cyclone of TS intensity or higher,982,
5111,1951,8,12,0,13.5,142.7,Tropical Cyclone of TS intensity or higher,982,
5111,1951,8,12,6,13.5,142.1,Tropical Cyclone of TS intensity or higher,983,
5111,1951,8,12,12,13.4,141.5,Tropical Cyclone of TS intensity or higher,979,
5111,1951,8,12,18,13.4,140.8,Tropical Cyclone of TS intensity or higher,972,
5111,1951,8,13,0,13.4,140.2,Tropical Cyclone of TS intensity or higher,970,
5111,1951,8,13,6,13.6,139.4,Tropical Cyclone of TS intensity or higher,967,
5111,1951,8,13,12,14.3,138.9,Tropical Cyclone of TS intensity or higher,957,
5111,1951,8,13,18,15.3,138.8,Tropical Cyclone of TS intensity or higher,942,
5111,1951,8,14,0,16.1,138.7,Tropical Cyclone of TS intensity or higher,928,
5111,1951,8,14,6,17.1,138.3,Tropical Cyclone of TS intensity or higher,920,
5111,1951,8,14,12,18.1,137.8,Tropical Cyclone of TS intensity or higher,916,
5111,1951,8,14,18,18.9,137.0,Tropical Cyclone of TS intensity or higher,914,
5111,1951,8,15,0,19.8,136.0,Tropical Cyclone of TS intensity or higher,910,
5111,1951,8,15,6,20.7,134.5,Tropical Cyclone of TS intensity or higher,887,
